"pol"	"place"	"time1"	"time2"	"Polity.Population"	"Polity.territory"	"Population.of.the.largest.settlement"	"scale.of.supracultural.interaction"	"Administrative.levels"	"Military.levels"	"Religious.levels"	"Settlement.hierarchy"	"Languages"	"Degree.of.centralization"	"Suprapolity.relations"	"Articles"	"Atlatl"	"Battle.axes"	"Breastplates"	"Bridges"	"Bronze"	"Calendar"	"Camels"	"Canals"	"Complex.fortifications"	"Composite.bow"	"Constraint.on.executive.by.government"	"Constraint.on.executive.by.nongovernment"	"Copper"	"Couriers"	"Courts"	"Crossbow"	"Daggers"	"Ditch"	"Dogs"	"Donkeys"	"drinking.water.supply.systems"	"Earth.ramparts"	"Elephants"	"elite.status.is.hereditary"	"Examination.system"	"Fiction"	"food.storage.sites"	"Foreign.coins"	"Formal.legal.code"	"Fortified.camps"	"Fulltime.bureaucrats"	"General.postal.service"	"Gunpowder.siege.artillery"	"Handheld.firearms"	"Helmets"	"History"	"Horses"	"Chainmail"	"Ideological.reinforcement.of.equality"	"Ideological.thought.equates.elites.and.commoners"	"Ideological.thought.equates.rulers.and.commoners"	"Ideology.reinforces.prosociality"	"Impeachment"	"Indigenous.coins"	"Iron"	"irrigation.systems"	"Javelins"	"Judges"	"Laminar.armor"	"Leather.cloth"	"Limb.protection"	"Lists.tables.and.classifications"	"Long.walls"	"markets"	"Merchant.ships.pressed.into.service"	"Merit.promotion"	"Mines.or.quarries"	"Mnemonic.devices"	"Moat"	"Modern.fortifications"	"Moral.concern.is.primary"	"Moralizing.enforcement.in.afterlife"	"Moralizing.enforcement.in.this.life"	"Moralizing.enforcement.is.agentic"	"Moralizing.enforcement.is.certain"	"Moralizing.enforcement.is.targeted"	"Moralizing.enforcement.of.rulers"	"Moralizing.norms.are.broad"	"Moralizing.religion.adopted.by.commoners"	"Moralizing.religion.adopted.by.elites"	"Nonphonetic.writing"	"Nonwritten.records"	"Paper.currency"	"Philosophy"	"Phonetic.alphabetic.writing"	"Plate.armor"	"Polearms"	"Ports"	"Postal.stations"	"Practical.literature"	"Precious.metals"	"production.of.public.goods"	"Professional.Lawyers"	"Professional.military.officers"	"Professional.priesthood"	"Professional.soldiers"	"Religious.literature"	"Roads"	"Rulers.are.gods"	"Rulers.are.legitimated.by.gods"	"Sacred.Texts"	"Scaled.armor"	"Scientific.literature"	"Script"	"Self.bow"	"Settlements.in.a.defensive.position"	"Shields"	"Slings"	"Small.vessels.canoes.etc"	"Spears"	"Specialized.government.buildings"	"Specialized.military.vessels"	"Steel"	"Stone.walls.mortared"	"Stone.walls.nonmortared"	"Swords"	"Tension.siege.engines"	"Tokens"	"War.clubs"	"Wood.bark.etc"	"Wooden.palisades"	"Written.records"
"Cahokia 1400 1639"	"Cahokia"	1400	1639	14965144.9772727	6000	200	6576506.57777778	1	1.5	1	2.5	1	0	1.13576158940397	0.972049689440994	0	1	0	0	0	0	0	0	0.511182108626198	0	0	0.513274336283186	0	0.775438596491228	0	0	0.887096774193548	0.756183745583039	0.195876288659794	0	0.673151750972763	0.819571865443425	0	0	0	0	1	0	0	0.595141700404858	0.721264367816092	0.222222222222222	0	1	0	0	0	0.484764542936288	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0	0	0	0	0	0	0.340350877192982	0.888888888888889	0	0	0	0	0.311004784688995	0.346774193548387	1	0.793893129770992	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0	0	0	0.40406976744186	0	0	0.548262548262548	0	0.80078125	0.945054945054945	0	0.687878787878788	0	0.725075528700906	0	0	0.339483394833948	0.892857142857143	0	0.511254019292605	0	0	1	1	0	0	0.774744027303754	1	0.730659025787966	0.516819571865443	0	0.596774193548387	0.5	0	0	0.62	1	0.78030303030303	1	0
"Cahokia 1640 1717"	"Cahokia"	1640	1717	6300	16500	2500	6576506.57777778	2	2	1	2	1	0	2	0.972049689440994	0	1	0	0	0	0.714285714285714	0	0	0	0	0	0	0	0.775438596491228	0	0	1	0	0	0	0.673151750972763	0	0	1	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	0	0	0.721264367816092	0.222222222222222	0	1	0	0.622093023255814	0.725888324873096	0	1	1	1	0.962616822429907	0	0.536388140161725	0	0.804407713498623	0	0	0	0	0	0.692957746478873	0	0.817034700315457	0	0.346774193548387	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	1	0.075	0.583333333333333	0.592991913746631	0	0	0	0.548262548262548	0.636619718309859	0.80078125	0.945054945054945	0	0.687878787878788	0.784090909090909	0.725075528700906	0.672	0	0	0	0.658045977011494	0	0.632047477744807	0.768079800498753	1	0	1	0	0	0	1	0	0	0	0	0	0	0.62	1	1	0	0.746898263027295
"Cahokia 300 449"	"Cahokia"	300	449	14965144.9772727	1720265.20347003	40	6576506.57777778	1.5	5.03362573099415	2.98680351906158	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.78021978021978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.962616822429907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.793893129770992	0	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0	0	0	0	0	0	0	0	0.80078125	0.945054945054945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.62	1	0	0	0
"Cahokia 450 599"	"Cahokia"	450	599	14965144.9772727	1720265.20347003	40	6576506.57777778	1.5	5.03362573099415	2.98680351906158	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.78021978021978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0.962616822429907	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.793893129770992	0	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0	0	0	0	0	0	0	0	0.80078125	0.945054945054945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.62	1	0	0	0
"Cahokia 600 749"	"Cahokia"	600	749	14965144.9772727	1720265.20347003	40	6576506.57777778	1.5	5.03362573099415	2.98680351906158	1.5	1	0	0	1	0	0	0.688311688311688	0	0	0	0	0	0.511182108626198	0.619302949061662	0	0	0.78021978021978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785340314136126	0	0	0	1	1	1	0.962616822429907	0	0	0	0	0	0	0	0	0.694704049844237	0	0	0	0	0	1	0.793893129770992	0	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0	0	0	0	0	0	0	0	0.80078125	0.945054945054945	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.876436781609195	0	0	0	0	0	0	0	0	0	0	0.62	1	0	0	0
"Cahokia 750 899"	"Cahokia"	750	899	450	150	450	6576506.57777778	2	5.03362573099415	2	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0.78021978021978	0	0	0	0	1	0.195876288659794	0	0	1	0	0.9375	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0.793893129770992	0	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0	0	0	0	0	0	0	0	0.80078125	0.945054945054945	0	0	0	0	0	0	0.339483394833948	0.892857142857143	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0.62	1	0	1	0
"Cahokia 900 1049"	"Cahokia"	900	1049	450	150	450	6576506.57777778	2	5.03362573099415	2	2	1	2	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0.78021978021978	1	0.533557046979866	0	0	1	0.195876288659794	0	0	1	0	1	0	0	1	0	0.692771084337349	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0.589171974522293	0	0	0	0	0	0	0	0.346774193548387	1	0.793893129770992	0	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0	0	0	0	0	0	0	0	0	0.945054945054945	0	0	1	0	0	1	0.339483394833948	0.892857142857143	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	1	0	1	0
"Cambodian Basin -1200 -500"	"Cambodian Basin"	-1200	-500	14965144.9772727	1720265.20347003	150	6576506.57777778	4.56515957446809	5.03362573099415	2.98680351906158	1	1	3.14438502673797	1.13576158940397	0.972049689440994	0	0.792613636363636	0.688311688311688	0.808118081180812	1	0.714285714285714	0.404432132963989	0.675373134328358	0.511182108626198	0.619302949061662	0.46031746031746	0.513274336283186	1	0.775438596491228	0.533557046979866	0.375706214689266	0	0	0.195876288659794	0.629139072847682	0.673151750972763	1	0.258160237388724	0.9375	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	0.692771084337349	0.595141700404858	0.721264367816092	0.222222222222222	0.136020151133501	0.164179104477612	0.785340314136126	0.622093023255814	0.725888324873096	0.484764542936288	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	0	0.804407713498623	0.743827160493827	0.589171974522293	0.340350877192982	0.888888888888889	0.694704049844237	0.692957746478873	0	0.817034700315457	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	1	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0.21969696969697	0.94758064516129	0.075	0.583333333333333	0.592991913746631	0.40406976744186	0.543478260869565	0.711038961038961	0.548262548262548	0.636619718309859	0.80078125	0.945054945054945	0.398550724637681	0.687878787878788	0.784090909090909	0.725075528700906	0.672	0.80952380952381	0.339483394833948	0.892857142857143	0.658045977011494	0.511254019292605	0.632047477744807	0.768079800498753	0.791907514450867	0.876876876876877	0.876436781609195	0.665584415584416	0.774744027303754	1	0.730659025787966	0.516819571865443	0	0	0	0.792592592592593	0.448680351906158	0.62	0.757763975155279	0.78030303030303	0	0.746898263027295
"Cambodian Basin -500 -224"	"Cambodian Basin"	-500	-224	14965144.9772727	1720265.20347003	150	6576506.57777778	4.56515957446809	5.03362573099415	2.98680351906158	2	1	3.14438502673797	1.13576158940397	0.972049689440994	0	0.792613636363636	0.688311688311688	0.808118081180812	1	0.714285714285714	0.404432132963989	0.675373134328358	0.511182108626198	0.619302949061662	0.46031746031746	0.513274336283186	1	0.775438596491228	0.533557046979866	0.375706214689266	1	0	0.195876288659794	0.629139072847682	0.673151750972763	1	0	0.9375	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	0.692771084337349	0.595141700404858	0.721264367816092	0.222222222222222	0.136020151133501	0.164179104477612	1	0.622093023255814	0.725888324873096	0.484764542936288	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	1	0.804407713498623	0.743827160493827	0.589171974522293	0.340350877192982	0.888888888888889	0.694704049844237	0.692957746478873	0	0.817034700315457	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	1	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0.21969696969697	0.94758064516129	0.075	0.583333333333333	0.592991913746631	0.40406976744186	0.543478260869565	0.711038961038961	0.548262548262548	0.636619718309859	0.80078125	0.945054945054945	0.398550724637681	0.687878787878788	0.784090909090909	0.725075528700906	0.672	0.80952380952381	0.339483394833948	0.892857142857143	0.658045977011494	0.511254019292605	0.632047477744807	0.768079800498753	1	0.876876876876877	0.876436781609195	0.665584415584416	0.774744027303754	1	0.730659025787966	0.516819571865443	0	0	0	1	0.448680351906158	0.62	0.757763975155279	0.78030303030303	0	0.746898263027295
"Cambodian Basin 1080 1219"	"Cambodian Basin"	1080	1219	1500000	939245	875000	2175000	5	6	4	6	3	5	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0.21969696969697	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0.507853403141361	0	1	1	1	0	0	1	1	1
"Cambodian Basin 1220 1431"	"Cambodian Basin"	1220	1431	1500000	1e+06	875000	2175000	5	6	4	6	1	5	0	1	0	1	1	1	1	1	0	1	1	0	0.46031746031746	0.513274336283186	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0.103448275862069	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0.21969696969697	1	0	1	1	0	1	1	0	1	1	0.945054945054945	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	0.774744027303754	1	0.730659025787966	1	0	0	1	1	1	0	0	1	0.785992217898833	1
"Cambodian Basin 1432 1593"	"Cambodian Basin"	1432	1593	875000	280000	170408.662280702	2175000	8.5	6	6	6	4	5	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0.21969696969697	0.94758064516129	0	1	1	0	1	1	0	1	1	0.945054945054945	1	1	1	1	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0.730659025787966	1	0	0	1	1	1	0	0	1	1	1
"Cambodian Basin 1594 1767"	"Cambodian Basin"	1594	1767	14965144.9772727	1720265.20347003	155000	2175000	6	6	6	4	2	3.14438502673797	2	0	0	0	0.688311688311688	1	1	1	0	1	0.511182108626198	0.619302949061662	1	0	1	0.775438596491228	1	1	1	1	0	0	1	1	1	1	0	0.621776504297994	0.818481848184819	1	1	1	1	1	1	1	1	1	1	0.484764542936288	1	0	0	1	0	1	1	1	1	1	0.340350877192982	1	0.694704049844237	1	0	1	0	0	1	0.793893129770992	1	0.0508905852417303	1	1	0	0	1	0	1	1	1	1	0.21969696969697	0.94758064516129	0	0.583333333333333	1	0.40406976744186	1	1	0.548262548262548	1	1	1	1	0	1	0	1	0	0	1	1	0.511254019292605	1	1	1	1	1	0	0.774744027303754	1	0	1	0.507853403141361	0	0	1	1	1	0	0.78030303030303	1	1
"Cambodian Basin 1782 1873"	"Cambodian Basin"	1782	1873	3e+06	513120	75000	2175000	6	5	6	4	1	4	4	0	0	0	0.688311688311688	1	1	1	0	1	0.511182108626198	1	1	1	1	0.775438596491228	1	1	1	0.756183745583039	0	0	1	1	1	1	0	1	0.818481848184819	1	1	0.595141700404858	1	1	1	1	1	1	0.725888324873096	0.484764542936288	1	0	0	1	0	1	1	1	1	1	0.340350877192982	0.888888888888889	0.694704049844237	1	0	1	0.311004784688995	0	1	0.793893129770992	1	0.0508905852417303	1	1	0	0	1	0	1	1	1	1	0.21969696969697	1	1	1	1	0.40406976744186	1	1	0.548262548262548	1	0	1	1	0	1	0	1	1	0.339483394833948	1	1	0.511254019292605	1	1	1	1	1	0	0.774744027303754	1	0	0.516819571865443	0.507853403141361	0	0	1	0	1	0	0.78030303030303	0.785992217898833	1
"Cambodian Basin 225 539"	"Cambodian Basin"	225	539	14965144.9772727	257034	2000	6576506.57777778	3	2	2	3	2	4	2	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0.775438596491228	1	0.375706214689266	1	0	0.195876288659794	0.629139072847682	1	1	1	1	0	0.621776504297994	0.818481848184819	1	1	1	0.721264367816092	0.222222222222222	0	0	1	1	1	0.484764542936288	0	0	0	1	0	0	1	1	0.743827160493827	1	0	0	0	1	0	0	1	0	1	0.793893129770992	1	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0.21969696969697	0.94758064516129	0	1	1	0	1	1	0.548262548262548	1	1	1	0.398550724637681	0	1	1	1	1	0	1	1	0	1	1	1	1	0.876436781609195	0	1	1	1	1	0	0.596774193548387	0.5	1	0	0	0	1	1	1
"Cambodian Basin 540 639"	"Cambodian Basin"	540	639	165000	264200	2000	6576506.57777778	3.5	2	2	3.5	2	4	2	1	0	1	1	1	1	1	0	1	0	0	1	1	1	0.775438596491228	1	0.375706214689266	1	0	0.195876288659794	0.629139072847682	1	1	1	1	0	0.621776504297994	1	1	1	1	1	0.222222222222222	0	0	1	1	1	0.484764542936288	0	0	0	1	0	1	1	1	0.743827160493827	1	0	0	0	1	0	0	1	0	1	0.793893129770992	1	0	0	0	0	0	0	0	1	0	0	1	0.21969696969697	0.94758064516129	0	1	1	0	1	1	0.548262548262548	1	1	1	0.398550724637681	0	1	0	1	1	0	1	1	0	1	1	1	1	0.876436781609195	0	1	1	0.730659025787966	1	0	0.596774193548387	0.5	1	0.448680351906158	0	0	1	1	1
"Cambodian Basin 640 801"	"Cambodian Basin"	640	801	14965144.9772727	531000	60000	2175000	4	4	4	3.5	2	4	0	1	0	1	1	0.808118081180812	1	1	0	1	0	0	1	1	1	0.775438596491228	1	0.375706214689266	1	0	0.195876288659794	0.629139072847682	1	1	1	1	0	0.621776504297994	1	0.530864197530864	1	1	1	0.222222222222222	0	0	1	1	1	0.484764542936288	0	0	0	1	0	0	1	1	0.743827160493827	1	0	0	0	1	0	0	1	0	1	0.793893129770992	1	0	0.589970501474926	0.654867256637168	0	0	0.61875	0	1	0.702064896755162	0.756923076923077	1	0.21969696969697	0.94758064516129	0	1	1	0	1	1	0.548262548262548	1	1	1	0.398550724637681	1	1	0.725075528700906	1	1	1	1	1	0	1	1	1	1	0.876436781609195	0	1	1	0.730659025787966	1	0	0.596774193548387	0.5	1	0	0	0	1	1	1
"Cambodian Basin 802 1079"	"Cambodian Basin"	802	1079	14965144.9772727	916847	3e+05	2175000	5	6	4	5	1	5	0	1	0	1	1	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	1	1	1	0	0	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	0.21969696969697	0	0	1	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	0	1	1	1
"Central Java -400 499"	"Central Java"	-400	499	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	4.56515957446809	5.03362573099415	2.98680351906158	1.5	1	3.14438502673797	1.13576158940397	0.972049689440994	0	1	0.688311688311688	0.808118081180812	1	0.714285714285714	0	0.675373134328358	0.511182108626198	0	0.46031746031746	0.513274336283186	1	0.775438596491228	0.533557046979866	0	1	0.756183745583039	0.195876288659794	0	0.673151750972763	0.819571865443425	0.258160237388724	0.9375	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	0.692771084337349	0.595141700404858	0.721264367816092	0.222222222222222	0	0	1	0.622093023255814	1	0.484764542936288	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0.103448275862069	0.536388140161725	1	1	0.743827160493827	0.589171974522293	0.340350877192982	1	0.694704049844237	0.692957746478873	0	0.817034700315457	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	0.696428571428571	0	0	0	0	0	0	0	0	0	0	0	0.21969696969697	0.94758064516129	0.075	0.583333333333333	0.592991913746631	0.40406976744186	0	0.711038961038961	0.548262548262548	0.636619718309859	0.80078125	0.945054945054945	0.398550724637681	0.687878787878788	0.784090909090909	0.725075528700906	0.672	0.80952380952381	0.339483394833948	0.892857142857143	0.658045977011494	0.511254019292605	0.632047477744807	0.768079800498753	1	0.876876876876877	1	0.665584415584416	0.774744027303754	1	0.730659025787966	0.516819571865443	0	0.596774193548387	0.5	1	0	0.62	1	1	0.785992217898833	1
"Central Java 1049 1222"	"Central Java"	1049	1222	275000	60000	170408.662280702	6576506.57777778	4.5	5	3	3	2	3.14438502673797	1.13576158940397	1	0	1	0.688311688311688	0.808118081180812	1	0.714285714285714	0	1	0.511182108626198	0.619302949061662	0.46031746031746	0	1	0.775438596491228	1	0.375706214689266	1	1	0	0	0	1	1	1	0.177606177606178	1	1	0.530864197530864	1	0.595141700404858	1	0.222222222222222	0	0	1	0.622093023255814	1	1	0	0	0	0.962616822429907	0	1	1	1	0.743827160493827	0.589171974522293	0.340350877192982	1	0.694704049844237	0.692957746478873	0	1	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0.075	0.583333333333333	1	0.40406976744186	1	0.711038961038961	0.548262548262548	0.636619718309859	0.80078125	1	0.398550724637681	1	1	1	1	1	1	1	0.658045977011494	0.511254019292605	0.632047477744807	1	1	0	1	0	1	1	0.730659025787966	1	0.507853403141361	0.596774193548387	0.5	1	0.448680351906158	0.62	1	1	1	1
"Central Java 1291 1518"	"Central Java"	1291	1518	5e+06	5e+05	150000	6576506.57777778	4.5	5	3	3	2	2	1.13576158940397	1	0	1	0.688311688311688	0.808118081180812	1	0.714285714285714	0	1	0.511182108626198	0.619302949061662	0.46031746031746	0.513274336283186	1	0.775438596491228	1	0	1	0.756183745583039	0	0	1	1	1	1	0.177606177606178	1	0.818481848184819	1	1	0.595141700404858	1	0.222222222222222	0	0	1	1	1	0.484764542936288	0	1	0	0.962616822429907	0.103448275862069	0	1	1	1	1	0.340350877192982	1	0.694704049844237	0.692957746478873	0	1	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	0.696428571428571	0.0508905852417303	1	1	0	0	1	1	1	1	1	1	0	1	0.075	0.583333333333333	1	0.40406976744186	1	1	0.548262548262548	0.636619718309859	1	1	1	1	1	1	1	1	1	1	0.658045977011494	0.511254019292605	0.632047477744807	1	1	0.876876876876877	1	0	1	1	1	1	0.507853403141361	0.596774193548387	0.5	1	0.448680351906158	0.62	1	1	1	1
"Central Java 1568 1703"	"Central Java"	1568	1703	3250000	1e+05	170408.662280702	6576506.57777778	3.5	5	2	3	1	2	1.13576158940397	1	0	0.792613636363636	0.688311688311688	1	1	0.714285714285714	0	1	1	0	0.46031746031746	0.513274336283186	1	0.775438596491228	1	0	1	1	0	0	0.673151750972763	0.819571865443425	1	1	0.177606177606178	0.621776504297994	1	0.530864197530864	1	1	1	0.222222222222222	1	1	1	1	1	1	1	1	1	1	0.103448275862069	0.536388140161725	1	0.804407713498623	0.743827160493827	1	0.340350877192982	1	0.694704049844237	0.692957746478873	0	0.817034700315457	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	0.696428571428571	0.0508905852417303	1	1	1	1	1	1	1	1	1	1	0	1	0.075	0.583333333333333	1	0.40406976744186	1	1	0.548262548262548	1	0.80078125	1	1	1	1	1	0.672	1	0	1	0.658045977011494	0.511254019292605	0.632047477744807	1	0	0.876876876876877	1	0.665584415584416	1	0.91820580474934	1	1	0.507853403141361	1	0.5	1	0.448680351906158	0.62	0.757763975155279	0.78030303030303	1	1
"Central Java 500 731"	"Central Java"	500	731	14965144.9772727	1720265.20347003	170408.662280702	6576506.57777778	3.5	5.03362573099415	1.5	1.5	1	3.14438502673797	0	1	0	1	0.688311688311688	0.808118081180812	1	0.714285714285714	0	0.675373134328358	0.511182108626198	0.619302949061662	0	0	1	0.775438596491228	0.533557046979866	0.375706214689266	1	0.756183745583039	0.195876288659794	0	0.673151750972763	1	0.258160237388724	1	0.177606177606178	0.621776504297994	0.818481848184819	0.530864197530864	0.692771084337349	0.595141700404858	0.721264367816092	0.222222222222222	0	0	1	0.622093023255814	1	0.484764542936288	0.582236842105263	0.507299270072993	0.346801346801347	0.962616822429907	0	1	1	1	0.743827160493827	0.589171974522293	0.340350877192982	1	0.694704049844237	0.692957746478873	0	1	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	0.696428571428571	0	1	1	0	0	1	1	0.807121661721068	1	0.756923076923077	0.816860465116279	0	0.94758064516129	0.075	0.583333333333333	1	0.40406976744186	0.543478260869565	1	0.548262548262548	0.636619718309859	0.80078125	0.945054945054945	0.398550724637681	0.687878787878788	1	0.725075528700906	0.672	0.80952380952381	0.339483394833948	0.892857142857143	0.658045977011494	0.511254019292605	0.632047477744807	1	1	0.876876876876877	1	0.665584415584416	0.774744027303754	1	0.730659025787966	0.516819571865443	0.507853403141361	0.596774193548387	0.5	1	0.448680351906158	0.62	1	1	0.785992217898833	1
"Central Java 732 1019"	"Central Java"	732	1019	3e+05	125000	1000	6576506.57777778	3	4.5	1.5	2.5	2	3.14438502673797	1	1	0	1	0.688311688311688	1	1	0.714285714285714	0	0.675373134328358	0.511182108626198	0.619302949061662	0	0	1	0.775438596491228	1	0.375706214689266	1	1	0	0	0.673151750972763	1	1	1	0.177606177606178	1	0.818481848184819	0.530864197530864	1	0.595141700404858	1	0.222222222222222	0	0	1	0.622093023255814	1	1	0	0	0	0.962616822429907	0	1	1	1	0.743827160493827	0.589171974522293	0.340350877192982	1	0.694704049844237	0.692957746478873	0	1	0.311004784688995	0.346774193548387	0.900709219858156	0.793893129770992	1	0	1	1	0	0	1	1	1	1	1	1	0	1	0	0.583333333333333	1	0.40406976744186	1	1	0.548262548262548	0.636619718309859	0.80078125	1	0.398550724637681	1	1	1	1	1	1	1	1	0.511254019292605	0.632047477744807	1	1	1	1	0	0.774744027303754	1	1	1	1	0.596774193548387	0.5	1	0.448680351906158	0.62	1	1	1	1
"Crete -1000 -711"	"Crete"	-1000	-711	14965144.9772727	1720265.20347003	6000	6576506.57777778	4.56515957446809	5.03362573099415	2.98680351906158	2	2	0	0	1	0	0	1	1	1	0.714285714285714	0	0.675373134328358	0	1	0.46031746031746	0.513274336283186	1	0	0.533557046979866	0	1	0.756183745583039	0.195876288659794	1	1	0.819571865443425	0	0.9375	0.177606177606178	0	0.818481848184819	1	0.692771084337349	0.595141700404858	0.721264367816092	0	0	0	1	0	1	0	0	0	0	1	0.103448275862069	0	1	1	1	0.589171974522293	0	1	1	0.692957746478873	0	0.817034700315457	0.311004784688995	0.346774193548387	1	0.793893129770992	0	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0.21969696969697	1	0	0	1	0	0	1	0	0	1	1	0	0.687878787878788	0.784090909090909	0.725075528700906	0	1	0.339483394833948	1	0	0	0	1	1	1	1	0	1	1	0.730659025787966	1	0	1	1	1	0	1	0	0	0.785992217898833	1
"Crete -1200 -1001"	"Crete"	-1200	-1001	14965144.9772727	1720265.20347003	1000	6576506.57777778	4.56515957446809	5.03362573099415	2.98680351906158	1	1	0	1.13576158940397	1	0	0.792613636363636	1	1	1	0	0	0	0	1	0.46031746031746	0.513274336283186	0.78021978021978	0	0	0	0	0.756183745583039	0.195876288659794	0.629139072847682	0	0.819571865443425	0	0.9375	0.177606177606178	0	0.818481848184819	0	0	0	0.721264367816092	0	0	0	1	0	1	0	0	0.507299270072993	0	0.962616822429907	0.103448275862069	0	0.685230024213075	0.804407713498623	1	0	1	1	1	0	0	0.817034700315457	0.311004784688995	0.346774193548387	1	0.793893129770992	0.696428571428571	0	0.589970501474926	0.654867256637168	0.687134502923977	0.642857142857143	0.61875	0.780701754385965	0.807121661721068	0.702064896755162	0.756923076923077	0.816860465116279	0.21969696969697	0.94758064516129	0	0	0.592991913746631	0	0	1	0	0	0.80078125	0.945054945054945	0	0.687878787878788	0.784090909090909	0.725075528700906	0	1	0	1	0	0	0	0	1	1	1	1	1	1	0.730659025787966	0.516819571865443	0.507853403141361	0.596774193548387	0.5	1	0	1	0	0.78030303030303	0.785992217898833	0
